particle,track_length,n_disp,D_alpha,D_alpha_stderr,sigma,sigma_stderr,alpha,alpha_stderr,true_D_um2_s_alpha,true_alpha
23,200,199,0.06375289485549801,0.007120413078399054,0.06300236923610443,0.005074882974281568,0.7027702261568305,0.03632035362422187,0.05,0.5
159,200,199,0.053227306025813347,0.005058139401330871,0.025473651483795226,0.0027785329340075937,0.9375032928127708,0.03130272930917466,0.05,0.9
92,200,199,0.040291293697472835,0.003815764420124799,0.04106353839547794,0.0038343625737431303,0.7067603356057129,0.028242224931822713,0.05,0.7
308,200,199,0.049873334306333575,0.0070142830968235315,0.022849917295935183,0.0012677392057209216,1.4768805351269674,0.03740770294572504,0.05,1.5
330,200,199,0.02970542092624699,0.0033370736117792586,0.023277991115775512,0.001301725540817783,1.2664158825678966,0.04021544582590564,0.05,1.5
222,200,199,0.05205199131250135,0.0054518447100638245,0.03295184755324926,0.0022674144397186284,1.0667922527479916,0.03750333456646504,0.05,1.0
396,200,199,0.03078911306746034,0.005847599826482362,0.023737296202376638,0.0011369554945091578,1.7005627998936412,0.04226510528815908,0.05,1.8
359,200,199,0.09633032625857234,0.015796727910017447,0.025545711140928636,0.0012810971173120075,1.699138410519535,0.036450177314766075,0.05,1.5
240,200,199,0.057643158825444435,0.006576111685535749,0.020209160023590217,0.0021734156104156726,1.1637036328057888,0.02937996618369698,0.05,1.2
245,200,199,0.1737181024094056,0.024123517899610716,0.02993940161583765,0.0017045883685146857,1.6291177320271157,0.034890924377002364,0.05,1.2
316,200,199,0.11810834904848382,0.019528023011547227,0.02704019578528472,0.0013010831337222795,1.775638885104924,0.027204697572954073,0.05,1.5
33,200,199,0.10306559270464065,0.015069294189478367,0.08317718290070361,0.005030468565243695,1.018411000485095,0.05267630485881314,0.05,0.5
115,200,199,0.04913921714810462,0.005888798904441189,0.05273902981056802,0.0036512380148414902,0.8892941233015491,0.044265804777879614,0.05,0.7
337,200,199,0.02598631464275955,0.0032445029580198195,0.02094062998572246,0.0015089728447926654,1.2342366936808054,0.03821420787353258,0.05,1.5
261,200,199,0.06167704025151957,0.0074893050565076405,0.02738825241674325,0.0017068430365922583,1.3237644377961888,0.03598655077840973,0.05,1.2
126,200,199,0.0476114549299677,0.0039305260404103315,0.021207500294428007,0.003126820911065864,0.8743392037692833,0.024716452886871854,0.05,0.9
171,200,199,0.07112770264710219,0.007284081350411531,0.0346526718548163,0.0026574304550623755,1.1082426015761144,0.03192977315873824,0.05,0.9
128,200,199,0.06112500731462191,0.0056972013682372626,0.03393474618003465,0.0031801171710532424,0.9340268085035834,0.030632874528703002,0.05,0.9
341,200,199,0.12447224562337128,0.020536150269580805,0.02479613237454916,0.0012189680173186855,1.7449725345007596,0.03275455791379178,0.05,1.5
343,200,199,0.041564056822758697,0.005715361125306011,0.025837607438493643,0.0012888940469249245,1.4627714333316413,0.038850932025180085,0.05,1.5
382,200,199,0.06174863992518715,0.011650184289974011,0.027172023995214567,0.001185459828333577,1.8461985021632803,0.027476199134505164,0.05,1.8
213,200,199,0.05583620458912744,0.006608319726419475,0.0357243610869704,0.0024965362550456553,1.1208562767542207,0.03813142070367559,0.05,1.0
191,200,199,0.06157292435734373,0.007577695068012799,0.033390416536766,0.0024025277275484796,1.1311864051644387,0.03665338104003801,0.05,1.0
74,200,199,0.07774765767854354,0.007369402323850291,0.04370096993560565,0.003440476347504759,0.879616068333916,0.0315552536880645,0.05,0.7
166,200,199,0.07444970805704629,0.00784988630196512,0.036425169006853046,0.002791278652273157,1.086526937516335,0.03477885632966449,0.05,0.9
259,200,199,0.055791647257397846,0.005184978510948322,0.020375735467855035,0.0017828663951173513,1.2056025936024513,0.028376350570434417,0.05,1.2
295,200,199,0.0652779060505592,0.006743492235663732,0.02458171839830116,0.0018977247633626387,1.2262492000717673,0.02874610418280832,0.05,1.2
42,200,199,0.06543400984900062,0.0059542657743573285,0.048744317427119044,0.006177398155509474,0.5963492856393203,0.030496115975692073,0.05,0.5
49,200,199,0.06989744071303608,0.0069472916880696095,0.048546659323181814,0.0059029491153798005,0.6463335648769966,0.029423558730844346,0.05,0.5
123,200,199,0.040500083325110764,0.005593318596310678,0.04334040155554106,0.0022418362508539874,1.0827764448724253,0.05179760119235277,0.05,0.9
